Tên sản phẩm,Giá (đồng),Đơn vị,Nhóm thực phẩm
Mì khoai tây Omachi sườn hầm ngũ quả ly 115g,17000,115g,Mì
Thùng 30 gói mì A-One sa tế 85g,170000,30g,Mì
Thùng 24 ly mì Caykay bò 66g,207000,24l,Mì
Thùng 30 gói mì Mama hương tôm sốt kem Tom Yum 55g,225000,30g,Mì
Thùng 24 ly mì Yes Mom tôm chua cay 76g,190000,24l,Mì
Thùng 10 túi mì Koreno Jumbo kim chi 1kg,810000,1kg,Mì
Mì Caykay vị bò ly 66g,9400,66g,Mì
Thùng 30 gói mì khoai tây Omachi Special bò hầm xốt vang 92g,273000,30g,Mì
Mì 3 Miền Gold bò hầm rau thơm ly 65g,9800,65g,Mì
Mì gà cay Samyang gói 145g,37500,145g,Mì
Mì 3 Miền Gold tôm chua cay đặc biệt ly 65g,9800,65g,Mì
Thùng 24 gói mì spaghetti Bistro xốt kem phô mai kiểu Ý 100g,252000,24g,Mì
Mì spaghetti Bistro xốt kem phô mai kiểu Ý gói 100g,11700,100g,Mì
Hủ tiếu mì Yes Mom thịt bằm ly 76g,8500,76g,Mì
Thùng 24 gói mì spaghetti Bistro xốt bò bằm kiểu Ý 95g,252000,24g,Mì
Mì spaghetti Bistro xốt bò bằm kiểu Ý gói 100g,11700,100g,Mì
Mì Yes Mom tôm chua cay ly 76g,8000,76g,Mì
Mì trộn tương đen Koreno Jjajangmen gói 115g,14700,115g,Mì
Túi 10 gói mì Koreno Jumbo kim chi 100g,87000,10g,Mì
Thùng 24 gói mì vị bò SiuKay 127g,286000,24g,Mì
Mì bò SiuKay gói 128g,12900,128g,Mì
Mì trộn tương đen Paldo Jjajangmen gói 200g,31500,200g,Mì
Thùng 40 gói mì xào Indomie Mi Goreng Pedas cay nồng 79g,205000,40g,Mì
Thùng 30 gói mì xào Tiểu Nhị thịt sốt chua cay 72g,113000,30g,Mì
Thùng 30 gói mì Unif bò rau thơm 72g,113000,30g,Mì
Thùng 100 gói mì tôm Vị Hương 60g,317000,100g,Mì
Thùng 24 ly mì Modern thịt xào 65g,184000,24l,Mì
Thùng 18 khay mì xào tương đen Vifon 90g,236000,90g,Mì
Thùng 40 gói mì xào Indomie Mi Goreng Rasa Iga Penyet sườn 80g,205000,40g,Mì
Thùng 30 gói mì Mama tôm Tom Yum 55g,225000,30g,Mì
Thùng 30 gói mì sa tế Miliket giấy vàng 75g,119000,30g,Mì
Thùng 30 gói mì khoai tây Omachi xốt bò hầm 80g,246000,30g,Mì
Thùng 100 gói mì tôm Miliket giấy vàng 65g,309000,100g,Mì
Thùng 30 gói mì Doraemon tôm gà tỏi phi 63g,121000,30g,Mì
Thùng 30 gói mì Doraemon bò cuộn phô mai 62g,121000,30g,Mì
Thùng 30 gói mì Đệ Nhất thịt bằm 83g,217000,30g,Mì
Thùng 40 gói mì khô gà cay Samyang 140g,1150000,40g,Mì
Mì xào Nongshim Neoguri hải sản cay gói 137g,34500,137g,Mì
Thùng 24 ly mì khoai tây Omachi xốt bò hầm 113g,410000,24l,Mì
Mì khoai tây Omachi xốt bò hầm ly 114g,17000,114g,Mì
Mì khoai tây Omachi Special bò hầm xốt vang gói 92g,9700,92g,Mì
Mì xào Tiểu Nhị hải sản sốt gói me 72g,4000,72g,Mì
Mì khô gà cay Samyang ly 70g,33000,70g,Mì
Thùng 24 gói mì hải sản SiuKay 129g,286000,24g,Mì
Mì hải sản SiuKay gói 129g,12900,129g,Mì
Mì trộn Cung Đình Kool trứng muối hộp 90g,16900,90g,Mì
Thùng 30 gói mì Vị Hương sa tế 70g,109000,30g,Mì
Mì trộn tương tàu dầu olive Samyang gói 140g,29500,140g,Mì
Mì khô gà cay Samyang phô mai gói 140g,37500,140g,Mì
Thùng 30 gói mì 3 Miền Gold tôm chua cay đặc biệt 75g,135000,30g,Mì
Mì Unif bò rau thơm gói 72g,4100,72g,Mì
Mì 3 Miền tôm hùm gói 65g,3500,65g,Mì
Mì Koreno kim chi gói 100g,13300,100g,Mì
Mì xào Indomie Mi Goreng đặc biệt gói 85g,6000,85g,Mì
Mì xào Indomie Mi Goreng Rasa Iga Penyet sườn gói 80g,6000,80g,Mì
Mì xào Indomie Mi Goreng Rasa Rendang bò cay gói 91g,6000,91g,Mì
Mì xào Indomie Mi Goreng Pedas cay nồng gói 79g,6000,79g,Mì
Mì xào tương đen Vifon khay 90g,13300,90g,Mì
Mì khoai tây Cung Đình sườn hầm ngũ quả gói 80g,8000,80g,Mì
Mì khô gà cay Samyang gói 140g,34000,140g,Mì
Mì xào Tiểu Nhị thịt sốt chua cay gói 72g,4000,72g,Mì
Mì Reeva lẩu nấm chua cay gói 85g,9300,85g,Mì
Mì 3 Miền Gold tôm chua cay đặc biệt gói 75g,5000,75g,Mì
Mì khoai tây Cung Đình thịt hầm nấm gói 80g,8000,80g,Mì
Mì cay Nongshim Shin Ramyun gói 120g,26500,120g,Mì
Mì cay Nongshim Shin Noodles tô 114g,31000,114g,Mì
Mì Nongshim kimchi ramyun gói 120g,25000,120g,Mì
Mì Mama tôm sốt kem Tom Yum gói 55g,8300,55g,Mì
Mì A-One tôm chua Thái gói 85g,6100,85g,Mì
Mì khoai tây Cung Đình bò hầm ly 65g,9100,65g,Mì
Thùng 30 gói mì xào Hảo Hảo tôm chua ngọt 75g,118000,30g,Mì
Thùng 30 gói mì Hảo Hảo sa tế hành tím 75g,119000,30g,Mì
Thùng 12 tô mì trộn Cung Đình Kool Spaghetti bò bằm 105g,150000,105g,Mì
Thùng 30 gói mì Vị Hương tôm chua cay 65g,83000,30g,Mì
Thùng 30 gói mì thập cẩm Miliket 70g,129000,30g,Mì
Thùng 30 gói mì A-One bò 85g,170000,30g,Mì
Thùng 30 gói mì trộn A-One tương tàu 85g,174000,30g,Mì
Mì tôm đặc biệt Miliket giấy vàng gói 65g,3500,65g,Mì
Mì Vị Hương sa tế gói 70g,3800,70g,Mì
Mì trộn Cung Đình Kool Spaghetti xốt bò bầm tô 105g,12600,105g,Mì
Thùng 30 gói mì trộn Omachi xốt Spaghetti 90g,269000,30g,Mì
Thùng 100 gói mì Miliket Hai Tôm giấy trắng 75g,361000,100g,Mì
Thùng 30 gói mì Hai Tôm Miliket tôm chua cay 75g,155000,30g,Mì
Thùng 30 gói mì khoai tây Cung Đình lẩu tôm chua cay 80g,223000,30g,Mì
Thùng 30 gói mì gà sợi phở Gấu Đỏ 63g,80000,30g,Mì
Thùng 24 ly mì khoai tây Cung Đình thịt nấm 65g,207000,24l,Mì
Thùng 30 gói mì tôm sa tế Miliket 80g,121000,30g,Mì
Thùng 30 gói mì Miliket Hai Tôm sa tế 75g,155000,30g,Mì
Thùng 24 gói mì Udon Sưkisưki Udon Nhật Bản 75g,209000,24g,Mì
Thùng 30 gói mì A-One thịt xào 85g,170000,30g,Mì
Thùng 18 khay mì xào Táo Quân thập cẩm 85g,217000,85g,Mì
Mì cay Nongshim Shincup ly 68g,25000,68g,Mì
Mì Handy Hảo Hảo tôm chua cay ly 67g,9300,67g,Mì
Mì A-One lẩu tôm ớt xanh gói 79g,5900,79g,Mì
Mì Koreno vị bò cay gói 100g,13300,100g,Mì
Thùng 30 gói mì Hảo Hảo gà vàng 74g,119000,30g,Mì
Thùng 30 gói mì Lẩu Thái tôm 81g,217000,30g,Mì
Mì Vị Hương tôm chua cay gói 65g,3200,65g,Mì
Mì Modern thịt xào ly 65g,8200,65g,Mì
Thùng 30 gói mì Hảo Hảo sườn heo tỏi phi 73g,119000,30g,Mì
Thùng 30 gói mì khoai tây Omachi sườn hầm ngũ quả 80g,246000,30g,Mì
Mì Vị Hương vị tôm gói 60g,3300,60g,Mì
Mì 3 Miền Gold chua cay Thái gói 75g,5000,75g,Mì
Mì khoai tây Cung Đình lẩu tôm chua cay gói 80g,8000,80g,Mì
Mì Gấu Đỏ gà sợi phở gói 63g,3500,63g,Mì
Mì Doraemon tôm gà tỏi phi gói 63g,4200,63g,Mì
Mì Gấu Đỏ thịt bằm gói 63g,3500,63g,Mì
Mì sa tế A-One gói 85g,6100,85g,Mì
Mì Gấu Đỏ tôm gà gói 63g,3500,63g,Mì
Mì vị bò A-One gói 85g,6100,85g,Mì
Mì trộn A-One tương tàu gói 85g,6100,85g,Mì
Mì A-One thịt xào gói 85g,6100,85g,Mì
Mì khoai tây Cung Đình cua bể rau răm ly 65g,9100,65g,Mì
Mì khoai tây Cung Đình thịt hầm nấm ly 65g,9100,65g,Mì
Mì Lẩu Thái tôm gói 81g,7800,81g,Mì
Mì Mama hương tôm Tom Yum gói 55g,8300,55g,Mì
Mì Modern lẩu Thái tôm ly 65g,8200,65g,Mì
Mì Udon Sưkisưki Udon Nhật Bản gói 75g,9300,75g,Mì
Mì tôm sa tế Miliket gói 80g,4400,80g,Mì
Mì thập cẩm Miliket gói 70g,4700,70g,Mì
Mì sa tế Miliket giấy vàng gói 75g,4300,75g,Mì
Mì 3 Miền tôm chua cay gói 65g,3500,65g,Mì
Mì Hai Tôm Miliket giấy trắng gói 75g,3900,75g,Mì
Mì Hai Tôm Miliket hải sản gói 75g,5600,75g,Mì
Mì Hai Tôm Miliket tôm chua cay gói 75g,5600,75g,Mì
Mì Gấu Đỏ tôm chua cay gói 63g,3500,63g,Mì
Mì Doraemon bò cuộn phô mai gói 62g,4200,62g,Mì
Mì Đệ Nhất thịt bằm gói 83g,7800,83g,Mì
Mì khoai tây Cung Đình gà hầm gói 80g,8000,80g,Mì
Mì khoai tây Cung Đình cua bể rau răm gói 80g,8000,80g,Mì
Mì Hai Tôm Miliket sa tế gói 75g,5600,75g,Mì
Mì 3 Miền Gold bò hầm rau thơm gói 75g,5000,75g,Mì
Mì khoai tây Omachi xốt bò hầm gói 80g,9000,80g,Mì
Mì khoai tây Omachi sườn hầm ngũ quả gói 80g,9000,80g,Mì
Mì trộn Omachi xốt Spaghetti gói 90g,9400,90g,Mì
Mì xào Hảo Hảo tôm chua ngọt gói 75g,4400,75g,Mì
Mì Hảo Hảo tôm chua cay gói 75g,4400,75g,Mì
Mì Hảo Hảo sườn heo tỏi phi gói 73g,4400,73g,Mì
Mì Hảo Hảo sa tế hành tím gói 75g,4400,75g,Mì
Mì Hảo Hảo gà vàng gói 74g,4400,74g,Mì
Mì Hảo 100 tôm chua cay gói 65g,3400,65g,Mì
Mì xào Táo Quân thịt bằm xốt cà khay 85g,12600,85g,Mì
Mì xào Táo Quân thập cẩm khay 85g,12600,85g,Mì
Mì lẩu Thái Nhớ mãi mãi tô 84g,13300,84g,Mì
Thùng 30 gói mì chay Hảo Hảo rau nấm 74g,119000,30g,Mì
Thùng 30 gói mì chay lá đa 3 Miền 65g,94000,30g,Mì
Mì trứng sợi lớn Safoco gói 500g,30000,500g,Mì khô
Mì trứng sợi nhỏ Safoco gói 500g,30000,500g,Mì khô
Mì Spaghetti Olivoilà hộp 500g,49000,500g,Mì khô
Mì chay cao cấp Meizan gói 250g,18000,250g,Mì khô
Mì trứng cao cấp Meizan gói 250g,18100,250g,Mì khô
Mì Spaghetti số 4 Biondi gói 500g,36000,500g,Mì khô
Mì trứng thượng hạng Safoco gói 400g,28000,400g,Mì khô
Mì Spaghetti Pavoni gói 400g,38000,500g,Mì khô
Mì chùm ngây không chiên New Way gói 280g,26500,200g,Mì khô
Mì Spaghetti số 5 San Remo gói 250g,25000,250g,Mì khô
Mì Spaghetti số 4 Balducci gói 500g,36000,500g,Mì khô
Hủ tiếu khô Nuffam gói 250g,21000,250g,"Miến, phở, hủ tiếu khô"
Miến dong Nhật Minh gói 500g,60000,500g,"Miến, phở, hủ tiếu khô"
Miến khoai lang Nhật Minh gói 500g,50000,500g,"Miến, phở, hủ tiếu khô"
Bánh canh Nhật Minh gói 350g,28000,350g,"Miến, phở, hủ tiếu khô"
Phở khô Dalat Vinfarm gói 300g,26000,300g,"Miến, phở, hủ tiếu khô"
Bánh phở khô Chinsu Phở Story gói 500g,35000,500g,"Miến, phở, hủ tiếu khô"
Phở gạo lứt Minh Hảo gói 250g,23000,250g,"Miến, phở, hủ tiếu khô"
Hủ tiếu dai Minh Hảo 400g,28500,400g,"Miến, phở, hủ tiếu khô"
Miến khô Vifon gói 210g,41000,210g,"Miến, phở, hủ tiếu khô"
Miến dong Susan gói 200g,23000,200g,"Miến, phở, hủ tiếu khô"
Phở khô Susan gói 200g,14000,200g,"Miến, phở, hủ tiếu khô"
Phở tươi Nhật Minh gói 500g,30000,500g,"Miến, phở, hủ tiếu khô"
Miến mộc Nhật Minh gói 250g,30000,250g,"Miến, phở, hủ tiếu khô"
Bánh đa khô Vifon gói 300g,30000,300g,"Miến, phở, hủ tiếu khô"
Miến đậu xanh Phú Hương gói 210g,37500,210g,"Miến, phở, hủ tiếu khô"
Nui gạo lứt Nuffam gói 210g,19000,210g,Nui
Nui cao cấp Meizan gói 200g,13000,200g,Nui
Nui rau củ ống dài Nuffam gói 350g,21000,350g,Nui
Nui rau củ chữ C Mezian gói 200g,12500,200g,Nui
Nui rau củ xoắn Safoco gói 300g,21000,300g,Nui
Nui ống lớn Safoco gói 400g,30000,400g,Nui
Nui tôm khô Safoco gói 500g,36000,500g,Nui
Nui ống dài Bà Bảy gói 500g,30000,500g,Nui
Nui chữ C Bà Bảy gói 200g,13500,200g,Nui
Nui xoắn Bà Bảy gói 200g,13000,200g,Nui
Nui xoắn Bà Bảy gói 500g,30000,500g,Nui
Nui cao cấp ống dài Yess gói 350g,20500,350g,Nui
Nui gạo cao cấp chữ C Meizan gói 200g,15300,200g,Nui
Nui rau củ Bốn mùa Erci gói 200g,14000,200g,Nui
Nui rau củ hình sò lớn Bốn mùa Erci gói 200g,14000,200g,Nui
Nui rau củ ống xoắn Bốn mùa Erci gói 200g,14000,200g,Nui
Nui cao cấp Meizan gói 400g,30500,400g,Nui
Nui rau củ chữ C Lotus gói 200g,13000,200g,Nui
Nui rau củ ống dài Lotus gói 200g,13000,200g,Nui
Nui gạo ống dài Lotus gói 200g,12000,200g,Nui
Nui chữ C Safoco gói 60g,6200,60g,Nui
Dầu mè hảo hạng Meizan 250ml,45000,250ml,Dầu ăn
Dầu hướng dương Meizan 1 lít,53000,1l,Dầu ăn
Dầu ăn Neptune Light 2 lít,108000,2l,Dầu ăn
Dầu đậu nành Tường An 400ml,31000,400ml,Dầu ăn
Dầu hạt cải Simply 1 lít,67000,1l,Dầu ăn
Dầu đậu nành Simply 2 lít,111000,2l,Dầu ăn
Dầu đậu nành Meizan 2 lít,136000,2l,Dầu ăn
Dầu đậu nành Meizan 1 lít,69500,1l,Dầu ăn
Dầu đậu nành Janbee 1 lít,69500,1l,Dầu ăn
Dầu đậu nành Janbee 2 lít,139000,2l,Dầu ăn
Dầu đậu nành Happi Soya 2 lít,136000,2l,Dầu ăn
Dầu đậu nành Simply 1 lít,55500,1l,Dầu ăn
Dầu đậu nành Happi Soya 1 lít,68000,1l,Dầu ăn
Dầu thực vật Bếp Hồng 1 lít,45500,1l,Dầu ăn
Dầu thực vật Orchid 2 lít,83000,2l,Dầu ăn
Dầu dừa Vietcoco 1 lít,52000,1l,Dầu ăn
Dầu ăn Meizan Gold 2 lít,104000,2l,Dầu ăn
Dầu ăn Meizan Gold 1 lít,52000,1l,Dầu ăn
Dầu ăn Tường An Gold 1 lít,56500,1l,Dầu ăn
Dầu đậu nành Simply 400ml,28000,400ml,Dầu ăn
Dầu gạo lứt Simply 1 lít,67000,1l,Dầu ăn
Dầu đậu nành Tường An 2 lít,132000,2l,Dầu ăn
Dầu thực vật Good Meall 1 lít,43000,1l,Dầu ăn
Dầu thực vật Orchid 1 lít,42000,1l,Dầu ăn
Dầu thực vật Tường An 250ml,17000,250ml,Dầu ăn
Dầu ăn Happi Koki 400ml,19000,400ml,Dầu ăn
Dầu thực vật Tường An 1 lít,60500,1l,Dầu ăn
Dầu thực vật Tường An 400ml,24500,400ml,Dầu ăn
Dầu gấc cho bé Tường An Vio Extra 250ml,55000,250ml,Dầu ăn
Dầu đậu nành Tường An 1 lít,64500,1l,Dầu ăn
Dầu thực vật Tường An 2 lít,118000,2l,Dầu ăn
Dầu ăn Happi Koki 2 lít,87000,2l,Dầu ăn
Dầu ăn Happi Koki 1 lít,43000,1l,Dầu ăn
Dầu thực vật Cái Lân 2 lít,90000,2l,Dầu ăn
Dầu thực vật Cái Lân 1 lít,43000,1l,Dầu ăn
"Nước chấm Đầu Bếp Tôm 1,8 lít",20000,8l,Nước mắm
"Nước chấm Nam Ngư Siêu Tiết Kiệm 1,8 lít",20000,8l,Nước mắm
Nước chấm cá cơm Đầu Bếp 800ml,11000,800ml,Nước mắm
Nước mắm Thanh Quốc 520ml,64000,520ml,Nước mắm
Nước mắm cá cơm Cholimex 500ml,53000,500ml,Nước mắm
Nước mắm cá cơm Knorr 750ml,49000,750ml,Nước mắm
Nước mắm cốt nhĩ Việt Nhĩ 500ml,53000,500ml,Nước mắm
Nước mắm cốt nhĩ tôm Đầu Bếp Tôm 500ml,61000,500ml,Nước mắm
Nước chấm Đầu Bếp Tôm 900ml,18500,900ml,Nước mắm
Nước chấm Nam Ngư ớt tỏi Lý Sơn 300ml,35000,300ml,Nước mắm
Nước mắm Barona Hải Nhi 50ml,27500,50ml,Nước mắm
Nước mắm Nam Ngư nhãn vàng 650ml,50500,650ml,Nước mắm
Nước mắm Liên Thành nhất vị 500ml,45000,500ml,Nước mắm
Nước mắm Vị Xưa Barona 500ml,47000,500ml,Nước mắm
Nước mắm cá hồi Chinsu 500ml,50500,500ml,Nước mắm
Nước mắm Nam Ngư cá cơm tươi 500ml,65000,500ml,Nước mắm
Nước chấm Nam Ngư Đệ Nhị 900ml,25500,900ml,Nước mắm
Nước mắm Vị Xưa Barona 500ml,92000,500ml,Nước mắm
"Thùng 6 can nước chấm Nam Ngư Siêu Tiết Kiệm 1,8 lít",180000,8l,Nước mắm
"Thùng 8 chai nước chấm Đầu Bếp Tôm 1,8 lít",256000,8l,Nước mắm
Thùng 15 chai nước chấm Nam Ngư Đệ Nhị 900ml,382500,900ml,Nước mắm
Thùng 15 chai nước chấm Đầu Bếp Tôm 900ml,270000,900ml,Nước mắm
Nước mắm Thuận Phát cá hồi tỏi đen 490ml,58000,490ml,Nước mắm
Nước mắm cá cơm than Knorr 242ml,15000,242ml,Nước mắm
Nước mắm 3 Miền nhãn vàng 900ml,28500,900ml,Nước mắm
Nước mắm cá cơm Thuận Phát 610ml,78000,610ml,Nước mắm
Nước mắm nhỉ 584 Nha Trang 510ml,61000,510ml,Nước mắm
Nước mắm nhỉ 584 Nha Trang 200ml,58000,200ml,Nước mắm
Nước mắm nhỉ 584 Nha Trang 60ml,18000,60ml,Nước mắm
Nước mắm cá cơm Chinsu 720ml,62000,720ml,Nước mắm
Nước chấm Ông Tây 900ml,21000,900ml,Nước mắm
Nước mắm Thuận Phát 740ml,46000,740ml,Nước mắm
Nước mắm cá cơm Thuận Phát 490ml,140000,490ml,Nước mắm
Nước mắm cá cơm Thuận Phát 610ml,63000,610ml,Nước mắm
Nước mắm chay Liên Thành 300ml,29000,300ml,Nước mắm
Nước mắm 584 Nha Trang 2 lít,60000,2l,Nước mắm
Nước mắm cá cơm Hưng Thịnh 220ml,32000,220ml,Nước mắm
Nước mắm cá cơm Hưng Thịnh 900ml,32000,900ml,Nước mắm
Nước mắm cá cơm Hưng Thịnh 650ml,39000,650ml,Nước mắm
Nước chấm cá cơm 3 Miền 800ml,20500,800ml,Nước mắm
Nước mắm nhĩ Hưng Thịnh 200ml,30000,200ml,Nước mắm
Nước mắm Barona Đại Nhất 750ml,43000,750ml,Nước mắm
Nước mắm Vị Xưa Barona 50ml,17500,50ml,Nước mắm
Nước mắm Nam Ngư 900ml,61000,900ml,Nước mắm
Nước mắm cá cơm Hạnh Phúc 500ml,145000,500ml,Nước mắm
Nước mắm nhĩ Hưng Thịnh 750ml,75000,750ml,Nước mắm
Nước mắm nhỉ 584 Nha Trang 1 lít,55000,1l,Nước mắm
Nước mắm Nam Ngư 500ml,37500,500ml,Nước mắm
Nước mắm nhãn bạc Liên Thành 600ml,75000,600ml,Nước mắm
Nước mắm cá cơm Hưng Thịnh 750ml,83000,750ml,Nước mắm
Nước mắm cá cơm Hưng Thịnh 620ml,58000,620ml,Nước mắm
Nước tương Ông Chà Và vị thanh dịu 500ml,15500,500ml,Nước tương
Nước tương đậm đặc Nam Dương 500ml,18800,500ml,Nước tương
Nước tương Maggi thanh dịu 700ml,29000,700ml,Nước tương
Nước tương Maggi đậm đặc 300ml,19000,300ml,Nước tương
Nước tương Tam Thái Tử Nhất Ca sánh đậm 500ml,26000,500ml,Nước tương
Nước tương Maggi giảm muối 300ml,22000,300ml,Nước tương
Nước tương thượng hạng Nam Dương 500ml,41000,500ml,Nước tương
Nước tương Maggi thanh dịu 450ml,19000,450ml,Nước tương
Nước tương tỏi ớt Chinsu 330ml,21000,330ml,Nước tương
Nước tương Chinsu nấm Shiitake 330ml,18200,330ml,Nước tương
Nước tương tỏi ớt Nam Dương 310ml,15500,310ml,Nước tương
Nước tương đậm đặc Cholimex 300ml,13600,300ml,Nước tương
Nước tương thượng hạng Nam Dương 210ml,18900,210ml,Nước tương
Nước chấm Hàng Việt 500ml,8000,500ml,Nước tương
Nước tương Nhất Ca Tam Thái Tử 500ml,20500,500ml,Nước tương
Nước tương Hương Việt thanh vị 500ml,6600,500ml,Nước tương
Nước tương Nhị Ca Tam Thái Tử 500ml,8800,500ml,Nước tương
Nước tương Phú Sĩ Ajinomoto 500ml,17600,500ml,Nước tương
Nước tương Maggi thanh dịu 300ml,15500,300ml,Nước tương
Nước tương Maggi đậm đặc 700ml,35500,700ml,Nước tương
Nước tương hảo vị Hương Việt 500ml,18500,500ml,Nước tương
Nước tương hảo hạng Maggi 200ml,24000,200ml,Nước tương
Đường mía thiên nhiên Biên Hòa gói 1kg,33500,1kg,Đường
Đường tinh luyện Quảng Ngãi 1kg,28000,1kg,Đường
Đường kính trắng An Khê 500g,16000,500g,Đường
Đường vàng Quảng Ngãi 1kg,32500,1kg,Đường
Đường kính trắng An Khê 1kg,29000,1kg,Đường
Đường thốt nốt Moun7ains gói 500g,35000,500g,Đường
Đường thốt nốt dạng viên Moun7ains 200g,15000,200g,Đường
Đường phèn hạt Hoàng Hải gói 500g,28000,500g,Đường
Đường kính trắng Toàn Phát gói 500g,16000,500g,Đường
Đường kính trắng Toàn Phát 1kg,29000,1kg,Đường
Đường phèn Hoàng Long gói 500g,27500,500g,Đường
Đường phèn hạt nhỏ Hoàng Long gói 500g,27500,500g,Đường
Đường phèn bột Hoàng Long gói 500g,28500,500g,Đường
Hạt nêm vị heo Aji-ngon 400g,26000,400g,Hạt nêm
Hạt nêm nấm hương Knorr gói 800g,69000,800g,Hạt nêm
Hạt nêm Ajinomoto tôm thịt 900g,69000,900g,Hạt nêm
Hạt nêm Chinsu tôm thịt 900g,69000,900g,Hạt nêm
"Hạt nêm Meizan thịt, xương ống 1kg",69000,1kg,Hạt nêm
Hạt nêm Maggi nấm hương 450g,53500,450g,Hạt nêm
Hạt nêm vị heo Aji-ngon 900g,77000,900g,Hạt nêm
Hạt nêm thịt thăn Knorr 900g,86000,900g,Hạt nêm
Hạt nêm thịt thăn Knorr 400g,39500,400g,Hạt nêm
Hạt nêm nấm hương Aji-ngon 200g,20500,200g,Hạt nêm
Hạt nêm vị heo Aji-ngon 170g,17000,170g,Hạt nêm
Hạt nêm chay nấm hương Knorr 380g,45000,380g,Hạt nêm
Hạt nêm thịt thăn Knorr 1.2kg tặng 1kg gạo,109000,1.2kg,Hạt nêm
Hạt nêm 3 Miền thịt và xương 900g,67000,900g,Hạt nêm
Bột ngọt Meizan 400g,32000,400g,Hạt nêm
Bột ngọt Meizan 1kg,69000,1kg,Hạt nêm
Hạt nêm tôm thịt Vedan Mommy 900g,52000,900g,Hạt nêm
Combo hạt nêm + nước mắm,135000,Không rõ,Hạt nêm
Hạt nêm thịt thăn Knorr 1.2kg,107000,1.2kg,Hạt nêm
Bột canh nấm Vifon 200g,6200,200g,Hạt nêm
Bột canh tôm Vifon 200g,6200,200g,Hạt nêm
Bột canh I-ốt Vifon 200g,6200,200g,Hạt nêm
Hạt nêm cao cấp nấm hương Maggi gói 800g,86000,800g,Hạt nêm
Bột canh Vifon 450g,13300,450g,Hạt nêm
Hạt nêm thịt heo Natafoods 1kg,49000,1kg,Hạt nêm
Bột ngọt hạt lớn Vedan Yess 454g,32500,454g,Hạt nêm
Bột ngọt hạt lớn Vedan Yess 100g,8000,100g,Hạt nêm
Hạt nêm nấm hương Delly Cook 200g,18000,200g,Hạt nêm
Hạt nêm nấm Neptune 380g,39000,380g,Hạt nêm
Bột ngọt hạt nhỏ Miwon 454g,34000,454g,Hạt nêm
Bột ngọt hạt lớn Vedan 1kg,69500,1kg,Hạt nêm
Hạt nêm vị heo Aji-ngon 55g,5000,55g,Hạt nêm
Hạt nêm cao cấp Maggi 400g,46500,400g,Hạt nêm
Hạt nêm chay nấm hương Knorr 170g,20500,170g,Hạt nêm
Hạt nêm thịt thăn Knorr 170g,18100,170g,Hạt nêm
Hạt nêm chay nấm hương Maggi 55g,7300,55g,Hạt nêm
Bột ngọt hạt lớn Vedan 100g,8900,100g,Hạt nêm
Bột canh nấm hương Cholimex 180g,6600,180g,Hạt nêm
Bột ngọt hạt nhỏ Vedan 1kg,65500,1kg,Hạt nêm
Bột ngọt hạt lớn Vedan 454g,34500,454g,Hạt nêm
Bột ngọt hạt lớn Ajinomoto 100g,9200,100g,Hạt nêm
Bột canh Vifon 200g,6200,200g,Hạt nêm
Bột canh Cholimex 180g,6500,180g,Hạt nêm
Bột ngọt hạt lớn Miwon 454g,36000,454g,Hạt nêm
Hạt nêm chay nấm hương Maggi 200g,26000,200g,Hạt nêm
Bột ngọt hạt lớn Ajinomoto 454g,36000,454g,Hạt nêm
Bột ngọt hạt lớn Ajinomoto 1kg,72500,1kg,Hạt nêm
Muối hạt thiên nhiên Ông Chà Và 1kg,9500,1kg,Muối
Muối tinh sạch Ông Chà Và 1kg,9900,1kg,Muối
Muối hạt Vĩnh Hảo Sosal Group 1kg,7900,1kg,Muối
Muối biển hạt Bạc Liêu 500g,5500,500g,Muối
Muối I-ốt Bạc Liêu 500g,6600,500g,Muối
Muối chấm Hảo Hảo tôm chua cay 120g,15600,120g,Muối
Muối tôm Trần Lâm Food 100g,16000,100g,Muối
Muối ớt Tây Ninh Guyumi 110g,17500,110g,Muối
Muối tôm siêu cay Fadely 60g,10900,60g,Muối
Muối tiêu lá chanh Dh Foods 55g,14300,55g,Muối
Muối sấy i ốt Sosal Group 1kg,8500,1kg,Muối
Muối sấy i ốt Sosal Group 500g,4500,500g,Muối
Muối ớt hột Dh Foods 65g,9600,65g,Muối
Muối tiêu Natas 100g,14600,100g,Muối
Muối tôm Tinh Nguyên 90g,12300,90g,Muối
Muối tiêu sọ Tinh Nguyên 90g,14600,90g,Muối
Muối tiêu lá chanh Tinh Nguyên 90g,13000,90g,Muối
Muối ớt Tinh Nguyên 90g,12300,90g,Muối
Muối I-ốt Visaco 500g,6500,500g,Muối
Muối ớt Tây Ninh Dh Foods 120g,18300,120g,Muối
Muối tôm Tây Ninh Dh Foods 110g,18300,110g,Muối
Muối sạch Visaco 555 500g,5800,500g,Muối
Muối sạch 777 Visaco 700g,8500,700g,Muối
Tương ớt Chinsu Sriracha 250g,11000,250g,Tương ớt
Tương ớt Sriracha Heinz 120g,10000,120g,Tương ớt
Xốt mayonnaise gạo Simply 230g,25000,230g,Tương ớt
Xốt mayonnaise Simply 230g,25000,230g,Tương ớt
Tương ớt cay đậm Knorr 450g,19000,450g,Tương ớt
Tương ớt Nam Dương Hàng Việt 800g,15500,800g,Tương ớt
Tương ớt Chinsu 500g,32000,500g,Tương ớt
